author,thesis_title,class,paragraph,score_slowness,score_material,score_environmental_crisis,score_natural_world,score_equitable_design,score_stewardship,score_more_than_human
Tong Sha,The Disproportionate Influence Of Online Reviews,des797,"Ossola, A. (2019) The web is still in its awkward teenage phase according to its father, Tim Berners-Lee. Retrieved from https://qz.com/1568970/tim-berners-lee-on-founding- the-world-wide-web-30-years-ago/",0,0,0,0,0,0,0
Tong Sha,The Disproportionate Influence Of Online Reviews,des797,"Schouten, P., Janssen, L & Verspaget, M. (2019). Celebrity vs. Influencer endorsements in advertising: the role of identification, credibility, and Product-Endorser fit. International Journal of Advertising. 0: 1–24. doi:10.1080/02650487.2019.1634898. ISSN 0265-0487.",0,0,0,0,0,0,0
Tong Sha,The Disproportionate Influence Of Online Reviews,des797,"Xu, Z. (2019). What is a blockchain and how do you straightforwardly explain blockchain. [online] Zhihu.com. Available at: https://www.zhihu.com/question/37290469",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"For my thesis, I argue that the framework of alchemy can be a critical design tool for understanding the current relationship between people and authority through the artifacts or behaviors of contemporary taboos. Furthermore, I believe alchemy oers insight for transformation within oneself. Therefore, my thesis aims to present new visions of class struggle at this current moment, and to facilitate the singling out of certain audiences.",0,0,0,0,20,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Alchemy is a primary science that explores the essence of subjects. It begins with analysis which enables us to investigate a subject holistically, followed by the process of recombining the ingredients or dierent parts of the subject into a new form, and ends with a coded and allegorical documentation system to encrypt the alchemical process. According to Roger Bacon, a medieval English philosopher and Franciscan friar, ""Alchemy is a science simply composed of one and by one, naturally conjoining things more precious, by knowledge and eect, and converting them by a natural mixing into a better kind (Bacon 5).""",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Contemporary taboos are ethically controversial and may contain artifacts or behaviors that have been banned or restricted by authorities, that have faded or been neglected by history or artifacts or that have been misperceived, so that the original messages have collapsed and become new taboos. Through holistic investigation, appropriate transformation and allegorical projection, I believe Alchemy could serve to reveal the applications and appreciations of contemporary taboos.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"In the book Alchemy: The Great Secret, Andrea Aromatico , an expert of ""Hermeticism"", discusses the concept, theory and practice of alchemy based on its history. Instead of studying Alchemy in a neutral perspective like Andrea, I employ my alchemic practices in design fields and self-explorations. If the value of designers is to build connections, the connections built by alchemists break the boundary of scientific disciplines and bridge the gap between macro and microcosms. This has the potential to reveal the relationship between allegorical information and the perception of audiences in the current design field. Below I give a brief summary and analysis of how the purpose, practice and symbolism of alchemy could lead and shape my research based on insights provided by the above text.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"The goal of alchemy was always the conversion of metal into a purer form and the conversion of the practitioner into a purer self. In order to achieve the ""purer"" condition, alchemical practices always include finding (1) prima materia. To find the animating material at the core of all life, and to command the mechanism whereby it worked. (2) The Alchemical Vessel. A literal and figurative problem that alchemists confronted was to find a container capable of receiving the prima materia and preventing its escape. The vessel of ""The Great Work"" (the ultimate achievement of alchemy) may be understood not only as a literal alembic or retort in a laboratory, but also symbolically, as the crucible in which the soul of the knowledge seeker is transformed. (3) The philosopher's stone. The philosopher's stone was understood not as mere gold itself, but as a substance capable of transforming the very nature of matter, and of sustaining life. According to Rupecissa, ""The matter of the stone is a thing of little worth, which may be found anywhere (DeVun 49)."" Morienus arms that ""matter is unique and everywhere rich and poor possess it; it is unknown to all; it is before the eyes of everyone; it is despised by the vulgar, who sell it cheaply like mud, but the philosopher who understands it holds it as precious (Patai 163)."" These references reveal the spiritual aspect more than its literal identity. ""By studying the world of metals and discovering its secrets, human beings arrived at knowledge of both the individual self and by extension, the whole (Aromatico 42)."" In other words, the logic in digesting all things, which were considered ""the universal mind,"" is the massive knowledge system that alchemists are trying to seek. However, the universal mind itself could hardly be considered the ultimate achievement beyond a relatively neutral perspective. In terms of individual practices and exploring procreation of the ""Elixir"" for any imperfect existences, the procedures to follow and the allegories to record are required for alchemists to research and practice.",0,20,0,15,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"The famous Alexandrian alchemist Zosimos described the purpose of alchemy as the perfection of the alchemist such that they could come into contact with the divinity within themselves (Gupta 4). The working process to accomplish the purpose, is called ""The Great Work"". The Great Work was much more than a mere collection of procedures. The first step was to read the works of the past masters, to search for lost, obscure, and precious treatises, acquire them attentively, with the special interpretive perceptiveness that alchemy demanded. All in all, the Great Work meant the act of examining the world with new eyes.",20,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"First, consider theoretical knowledge as basic. The process of practicing the Great Work was divided into four stages. Each of the four stages had its own importance, its own allegorical and literal meanings, and its own Latinate name, based on the color it appears: the Nigredo (black), Albedo (white), Citrinitas (yellow) and Rubedo (red). The stages by which a substance was gradually transformed followed one or two general methods, the ""dry way"" or the ""wet way"". Within either of the two ways, the Great Work was further divided into three distinct phases, each of which depended on the three basic substances, salt, mercury, and sulfur. For the purpose of starting my alchemic experiments for purer form of my studies and myself, further case studies are required.",0,15,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"The experiment consists of the purpose, the process and the environment of the alchemic practices. ""The space is well-ventilated and immaculate, set in a propitious location, chosen for its ability to attract the vital fluids of nature, its spiritual emanations, and the cosmic rays of the sun and moon. This is the sancta sanctorum of the alchemist (Aromatico 78).""",0,0,0,25,0,15,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"The archives and treatises of alchemical progress are documented in a coded and allegorical symbolism. Alchemy imposes a unique ethical commitment upon its disciples: the alchemist is enjoined to be both charitable and envious - that is, to share the science's material gifts and wisdom, but also to prevent the vulgarization of its principles and techniques through indiscriminate disclosure of its art. The language of alchemy rarely gives us a single meaning for any term. This is because what it designates is never seen from a single point of view, but as a function of the role, by turns element, principle, subject, or object, it may play in the work. The ideology could be practiced through layers and depth of visual communications in terms of both art and design. Besides illustrating allegorical documents, allegorical writing also has been practiced in alchemy. The 18th century alchemist Salomon Trismosin oers an example of which companion to the mysterious images: ""Among these contradictions and apparent lies we find the truth, as among these thorns we plunk the mysterious rose. We cannot enter into the rich garden of the Hesperides to see the golden tree and pick the precious fruits without killing the dragon that always watches over it and defends the entry (Splendor Solis at The Alchemy Website)."" This example shows the core approach to sharing alchemical content, which constructs an allegory frame detailed with individual representations of the target role and its function of the research object.",20,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,The symbolisms that are used to document the alchemical process could be considered sacred for the specific purpose of hiding information from abuse. Yet how can we explore the potential values as a tool for form making?,0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Roald Homann, a Nobel Laureate in chemistry, creates? word portraits of chemists and prose poems to celebrate the wonder he unceasingly finds in his field. Homan's eort here suggests that the curiosity-squashing damage wrought by rote drills of the periodic table could be redeemed by the sense of awe and far-reaching appreciation embraced in these writings. In this book, Homann traces back to the origin of chemistry, lists some basic properties of molecules and compares chemistry logics and ancient perspectives together, breaking the boundary between the occult and science. I consider this text valuable for its narrative approaches and aesthetic practices.",20,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"For thousands of years, humans have been trying to see to the center of things. Alchemy emerged with the growing curiosity about the composition of objects, of living creatures and of the world. As a chemistry novice and designer, this book allows me to rethink much of my acquired knowledge and develop imagination, as the title of the book suggests. Homann mentions that some ideologies of alchemy have been proven wrong by modern science, such as the existence of the philosopher's stone, yet the methodologies and ideologies that were developed through the practices, generation by generation, directly led to the cultivation of chemistry.",0,0,0,20,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Second, in what ways might chemistry encounter the practice of alchemy: Homann describes chemistry as ""the science of molecules"" and knowing without seeing is the heart of chemistry. Even though we know now that molecules are not the smallest composition of things, they still build an entire advanced system of describing the interactions in our world even though we cannot visually witness them. Alchemy, on the other hand, started with investigating all the creations of the world, and has never been trapped by a single form like a molecule. In this perspective, alchemy has way more potential value than chemistry. Due to the restrictions of equipment, environment and resources, the independent alchemical practices had moved towards dead ends. But as modern researchers and activists, holding the intention of transmuting subjects into purer forms provides further possibilities of alchemical study. To consider new ways of perceiving at the molecular level, modern chemistry creates so many fascinating approaches to reshape and reconnect our comprehension of the microcosm. Take the infrared absorption spectrum for instance, lights shine on an object; where its frequencies match the characteristic tones and overtones, light is absorbed. A dierent shape, stronger or weaker bonds, a dierent molecule - all of these would lead to absorption of dierent colors - a dierent timbre. In short, certain advanced technology developments pave the way for new perceptions on the component of things, which might reverse the formal alchemical understandings or even raise whole new levels of alchemy revival.",0,20,0,25,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Lastly, I would like to talk about the universal potential of promoting alchemical symbolisms. The symbols were widely used by medieval alchemists in the form of illustrations, and? letters. Underneath the symbolic language a set of chemical transformations took place. These were used not only for protecting the progress of alchemical practice from being abused by the masses, but the symbolism also enabled the descriptions on any matter to be more accurate. The experiences of individuals shape the bonds between oneself and objects. Think of how our imaginations easily get carried away by existing physical objects— it is almost impossible for us to understand a single matter neutrally and thoroughly without being influenced by memories. However, the symbolisms have the ability to avoid the above condition. By highlighting the connections and presenting analogs, the representation of a thing could actually break the boundaries of multiple ranges. The alchemical symbols provide us the opportunity to describe or receive certain messages of a subject through the functions of each part.",15,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"With an initial insight of the alchemical philosophy and its basic practice, I would like to fully apply my research into dierent aspects of alchemy for further experiments and research directions. As the foundation of Medieval Western European alchemy, the Emerald Tablet spread to date even though the physical object has been lost in history. The texts carved on the emerald stone were translated into multiple languages and are still being interpreted by alchemists. Before I step into the content and the interpretations of the Emerald Tablet, I would like to take a look at its history and legend.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Thoth (or Hermes), who was considered as the author of the Emerald Tablet of 36,000 years ago, was an Atlantean priest-king that traveled to ancient Egypt where he left the original tablet in the safeguard of the Pyramids of Giza after inscribing the information for others to discover. According to the legends, the Tablet holds profound secrets from ancient times that are still relevant today. For instance, the Emerald Tablet holds the key to reaching new levels of spiritual and physical awareness within its cryptic message, laying out a hidden formula for achieving these literal and symbolic transformations. These messages have been influential throughout history, including shaping the practices and philosophies of western alchemy, and a massive impact on Hermeticism.",0,0,0,15,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Sir Isaac Newton, one of the greatest minds in human history, had his own translation and interpretation of the Tablet. In it he highlighted the information in the Emerald text that was still important centuries after the initial translations appeared. Some say reading it a hundred times over had a profound impact on the soul. The wording itself isn't the important information, but rather how one interprets it, and the impact it will have on one's life.",20,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"As an alchemist who is eager for the knowledge contained in alchemical practice, my own initial interpretation of the Emerald Tablet formed through repetitive reading and thinking. Massive content is contained within such a brief text, beginning with the universal mind of adapting everything into one system of understanding. This is followed by the 4 fundamental Greek elements of the world, which are fire, water, air and dirt which are represented by the sun, moon, wind and earth. The prophet shows up next. By acting as a philosopher's stone and playing the alchemist, the prophet has the ability to turn anything into purer forms. Through analyzing the analogies inside this tablet, I view the messages as a separate narrative layer. In literal communications, Hermes, the author of the tablet, illustrates the world creation process and the almighty power of ""the father of all perfections"", which I understand as the philosopher's stone. At the same time, the text is a guidance for us to practice the alchemical experiments of mimicking the formation of the world, which, in a way, is the process of pursuing the philosopher's stone. Lastly, what I consider the most important part is the overall summary of the practice of Internal Alchemy. After understanding the formation of the world and bridging layers of gaps between macrocosm and microcosm through alchemy, one would finally become the philosopher or the father of all perfection, accomplishing the ultimate goal of alchemy, and shaping the world into a new form. In general, I assume the spiritual and physical awareness that the Emerald Tablet is trying to promote is to present the structure of forging the philosopher's stone, and also how to become one.",20,0,0,35,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Tao Te Ching is the philosophical work of Laozi dated in the Spring and Autumn Period, divided into two parts. The ""Tao jing"" verse is in the first place with thirty-seventh chapters, the ""Te jing"" verse follows after with forty-four chapters. Based on the foundation of ""Tao Te"", Tao Te Ching discusses the ways of self-cultivation, governance, military use, and health, and is also known as the king of all dogmas. Tao Te Ching is one of the greatest masterpieces in Chinese history. According to the statistics of UNESCO (United Nations Educational, Scientific and Cultural Organization), Tao Te Ching is the most famous cultural publication that has been translated into foreign languages except the Holy Bible.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Look into the content of the two chapters in Tao Te Ching. ""Tao"" refers to the truth of the existence of the universe, the truth of the natural world. ""Tao"" here is also the principle that each living individual needs to follow for self-cultivation. ""Te"" refers to the special world view, methodology and methods for people who live in the world.",20,0,0,35,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Starting with the value of Tao Te Ching, Laozi promotes the way to cultivate nature by respecting the principles of nature and following the rules of nature. The ""natural"" here means literally everything in the world. The idea of ""natural Taoism"" is used in the governance of the state, that is, inaction. In this case, inaction is defined as not doing anything and using minimal management behavior to get the biggest eect. There must be natural wisdom that manages the human nature of the manager..",35,0,0,40,0,25,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Next comes the personality of Tao Te Ching, which is like water, good for all things, not contending, modest and downwards. The best is the noble person. If you can do the character like water, you are a noble person. Laozi says this is because water is beneficial to everything but does not compete for anything. Where there is water flowing from the river, there's an oasis and plants are lush. Wherever the water flows, there's life. That is to say, water is very willing to give, but never fight for their own interests. On the other hand, the waters of the rivers flow without a fight, but objectively they also get a return from everything. Each tree is a cistern. Where the grass is lush, then the water is evaporated into the sky,and returns to the ground through rain. What happens after the rain? This river is not dry, it forms a benign cycle. Therefore, Lao Tzu said that ""The saints do not accumulate, they oer to people, the more they oer, the more they accumulate."" That is to say, the saints never accumulate wealth, rather they try to do good things for others, and then they will have it themselves. The more you oer things to others, the more you will accumulate.",25,0,0,45,0,35,20
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Finally, the wisdom of Tao Te Ching. 主 柔 守 弱: Most of us know that strong is better than weak, but Laozi promotes the idea from another angle that weak produces strong. 光 ⽽ 不 耀: When you are in your most glorious moment of life, don't show yourself o, otherwise it will turn problematic. ⼤ 智 若 愚: On the surface, it may seem to be stupid ， but it is actually a great wise man. People with great wisdom don't care too much about small things, and big things are very clear. 上 德 若 ⾕: The minds of the most noble and moral are as broad as the big valley. A person must have a broad mind, tolerance is a virtue. 不 ⾔ 之 教: Speak with caution.",25,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"As one of the greatest alchemy books, The Mirror of Alchemy manages to stick a massive amount of knowledge into a small space. This book is ascribed to Roger Bacon without being written by him. This work is more literal than most of his works which are full of either spiritual references or arcane references. Instead, this text secularizes the process of alchemy in a more medicinal or chemical sense to delineate the type of furnace, the type of fire, and the type of material to choose, which is extremely rare among alchemical texts which are often veiled by awkward symbolisms.",0,20,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"""Nature, contains nature, nature overcomes nature, and nature meeting with her nature, exceedingly rejoices, and is changed into other natures."" As the theory and principle of the whole practice, the quote reflects the logic of mimicking nature.. Even some methodological details and especially the projection steps of Elixir is more bizarre to interpret, but throughout the outcome(?)becomes tempting for me to taste that delightful thing, wherein the whole intention of the philosophers is placed.",0,0,0,40,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Through the definition, natural principles, procreation of minerals, the materials to choose, the manner of working, the quality of vessel and furnace, the color appearing and medicine projections, The Mirror of Alchemy explains almost all the required information and possibilities before and during alchemical working, which could be interpreted as an Alchemical experiment report under ideal conditions except the specific amount of ingredients.",0,30,0,20,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Start with the definition of alchemy, ""for Hermes said of this Science: Alchemy is a Corporal Science simply composed of one and one, naturally conjoining things more precious, by knowledge and eect, and converting them by a natural commixtion into better kind. A certain other said: Alchemy is a Science, teaching how to transform any kind of metal into another: and that by a proper medicine, as it appeared in many Philosophers' books. Alchemy therefore is a science teaching how to make and compound a certain medicine, which is called Elixir, which when it is cast upon metals or imperfect bodies, does fully perfect them in the very projection (Bacon 11).""",0,20,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"""Where first it is to be noted that the natural principles in the mines are Argent-vive, and Sulphur. All metals and minerals, whereof there be sundry and diverse kinds, are begotten of these two: but I must tell you, that many accidents coming between, change the metals, as it is evidently to be seen in the diverse Philosophers books (Bacon 17).""",0,25,0,15,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Material Ranges: - Minerals (gold, silver, steel, lead, copper, iron); - Vegetables (of which sort are herbs, trees, and whatsoever springs out of the earth); - Living creatures (of which sort is man's blood, hair, urine, excrements, hens' eggs and what else proceed from living creatures); - Middle minerals (of which sort are all kinds of Magnesia, Marchasites, of Tutia, Coppers, Allums, Baurach, Salts, and many other); - One of the seven spirits by itself (as Argent- vive, or Sulphur alone, or Argent-vive and one of the two Sulphurs, or Sulphur-vive, or Auripigment, or Citrine Arsenicum, or red alone).",0,35,0,20,0,0,15
Yubo Ku,Alchemy of Contemporary Taboos,des797,"""There must therefore be such a matter chosen, where in there is Argent-vive, clean, pure, clear, white and red, not fully complete, but equally and proportionally commit after a due manner with the like Sulphur, and congealed into a solid mass, that by our wisdom and discretion, and by our artificial fire, we may attain unto the uttermost cleanness of it, and the purity of the same, and bring it to that pass, that after the work ended, it might be a thousand and thousand times more strong and perfect, then the simple bodies themselves, decoct by their natural heat (Bacon 19).""",0,25,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Equipment: - Furnace: we need to have such a furnace like unto the Mountains, not in greatness, but in continual heat, so that the fire put in, when it ascends, may find no vent; - Vessel: vessel must be round, with a small neck, made of glass or some earth, representing the nature or close knitting together of glass: the mouth whereof must be signed or sealed with a covering of the same matter, or with lute. (Aristotle says, in the light of lights, that Mercury is to be concocted in a three-fold vessel, and that the vessel must be of most hard Glass, or (which is better) of Earth possessing the nature of Glass.) (Note: the heat does not immediately touch the matter of Sulphur and Argent-vive, because the earth of the mountain comes everywhere between.)",0,30,0,15,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"""Though nature does perfect anything, yet she cannot thoroughly mundify, or perfect and purify it, because she simply works on that which she has. If therefore we should hard and scantily find fire working in them. And although we are not ignorant of the fire, yet could we not come to the thorough modification and perfection of it, by reason of his most firm knitting together, and natural composition (Bacon 24).""",0,0,0,25,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Procedures and fire controls: 1. Mix everything to a due proportion (which no man knows); 2. Decocting it to coagulation into a solid lump; 3. Fire and Azot are sucient for you; 4. Heat perfect all things; 5. See, see, see but not weary; 6. Let your fire be gentle, and easy, which being always equal, may continue burning, and let it not increase; 7. Know you that in one thing, to wit, the stone, by one way, to wit, decoction, and in one vessel the whole mastery is performed; 8. Patiently and continually; 9. Grind it seven times; 10. It is ground with fire; 11. This work is very like the creation of man: for as the Infant in the beginning is nourished with light meats, but as the bones are strengthened with stronger: so this mastery also, first it must have an easy fire, whereby we must always work in every essence of decoction. (Note; though we always speak of a gentle fire, yet in truth, we think that in governing the work, the fire must always by little and little be increased and augmented unto the end.)",35,20,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Phenomena (accidental and essential colors appearing in work): - Putrefaction, The stone is made black. (When you find it black, know that in that blackness whiteness is hidden, and you must extract the same from his most subtle blackness); - It was red, not with a true redness. (It is often red, and often of a citrine color, it often melts, and is often coagulated, before true whiteness); - It is also green. (Concoct it, till it appears green unto you, and that is the soul. And another, know, that in that, green his soul bears dominion); - The peacock color before whiteness. (Know you that all the colors in the world, or that may be imagined, appear before whiteness); - True whiteness. (When you shall find whiteness stop in the glass, be assured that in that whiteness, redness is hidden: and this you must extract, but concoct it while becomes all red); - A certain ashen color. (After whiteness, you cannot err, for increasing the fire, you shall come to an ash color); - True redness. (Do not set light by the ashes, for god shall give it to you molten, and then at the last the King is invested with a red crown by the will of God)",0,25,0,15,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"""A great and hidden secret: one part is to be mixed with a thousand of the next body, and let: all this be surely put into a fit vessel, and set it in a furnace of fixation, first with a lent fire, and afterwards increasing the fire for three days, till they be inseparably joined together, and this is a work of three days: then again and finally every part of any near body: and this is a work of one day, or one hour, or a moment, for which our wonderful God is eternally to be praised (Bacon 26).""",0,20,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"""The red Elixir turns into a citrine color infinitely and changes all metals into pure gold. And the white Elixir does infinitely whiten and brings every metal to perfect whiteness (Bacon 27).""",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"The origins of alchemy are lost in history and theories abound as to where it might have originated: - God taught Adam and later to Moses. - Fallen Angels taught it to human women in exchange for sex. - It is a remnant of lost Atlantean technology. - Extraterrestrials taught it to our ancestors. Whatever its true origin is, recorded history documents an esoteric tradition that has existed for thousands of years.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"In the Egyptian Mysteries, Man was composed of various spiritual and mental components as well as the physical component, and each had its proper ""medicine."" These Secret Sciences advanced over time, and tales of wondrous healing oils, life-giving potions, and imitations of gold and precious stones have survived even to our day.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"When Alexander the Great arrived in Egypt around 300 B.C.E., he fell in love with the whole culture, and the Egyptians welcomed him with open arms. In Egypt, Alexander initiated a sweeping campaign of construction and restoration, including the city named after hum - Alexandria. It is the Great Library that the Hermetic Philosophy and alchemy congealed as a Path to Spiritual Attainment, and its secrets were only revealed to initiates under an oath of alliances.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"By around 30 B.C.E., the Roman legions had swept the world, and the last of the Egyptian Ptolemies had fallen to Roman rule. During this insurgency, a very large part of the Great Library was destroyed by fire. Initially, Rome was tolerant of Egyptian ways. In fact, the worship of Isis spread well into the Roman world with temples in Rome itself.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"In 325 C.E., Rome ocially became Christian, and in 391 the Emperor Theodosius made heresy punishable by death and ordered the destruction of pagan temples. Most of those practicing the Hermetic Philosophy fled the country and migrated east to Arab lands not occupied by Rome.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Beginning with the Islamic invasions around 800 C.E., knowledge of alchemy spread into Western Europe, largely through the works of Ibn Sina (also known as Avicenna.) In Medieval Europe, alchemy became very fashionable. By now, kings and rulers everywhere had heard of the wonders possible through alchemy, especially the turning of lead into gold.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"There were also a great number of cons and scams perpetrated by those who pretended to know the secrets of the alchemists. Many unsuspecting people lost their life savings in hopes of finding ways to inexhaustible wealth. Then, around 1310, Pope John XXII issued a decree of prohibiting the practice of alchemy, and gold-making in particular, with heavy fines against those who traded in alchemical gold.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Paracelsus revolutionized the Alchemical Art and is considered to be one of the fathers of modern chemistry and pharmaceutical medicine. He was constantly at odds with the medical professionals of his day and was looked upon very suspiciously by the Church because of his views and opinions. Because of this, some believe Paracelsus was murdered in 1541. In a strange twist of irony, these helped lead to the end of the Age of Alchemy and the beginning of Chemistry as we know today.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"By the end of the 17th century, there was growing religious freedom, which sparked a wave of interest in all things Mystical. Alchemical texts became still more widely available, and scholars openly identified themselves as Rosicrucians, Adepts, or Alchemists. The spiritual aspects of alchemy appealed to many, apart from any practical work. Robert Boyle and Isaac Newton studied alchemy during this time. Newton was fully involved and produced volumes of work. In fact, he considered himself more of an alchemist than a physicist or mathematician. His notes indicate that he believed he was very close to success in the alchemical art of metallic transmutation.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"By the 1800s, the practice of Alchemy had largely disappeared in the outer world in favor of its still young oshoot - chemistry. Alchemy survived underground in various ""Secret Societies,"" which became popular, especially towards the end of the nineteenth century.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"H. Spencer Lewis received a charter from some of these European contacts to form the Ancient Mystical Order of the Rosae Crucis, better known as AMORC. Among other things, they taught laboratory alchemy as it was handed down by earlier Rosicrucian sources.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"In the early 1940s, one student of these classes was Albert Reidel. Frater Albertus went on to teach these classes himself and then split o to establish the Paracelsus Research Society in 1960, which became accredited as Paracelsus College in the early 80s.",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"With the passing of Frater Albertus in 1984, there seemed to be a void in alchemical teachings and a lack of a central point where students could exchange information. By the early nineties, through the eorts of several P.R.S. students, contact with the french group was made, and the Philosophers of Nature (PON) was formulated to fill the void with fresh ideas and to carry on research in alchemy (Bartlett 23).",0,0,0,0,0,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Now we have the Internet - the new ""Library of Alexandria."" As we shall see, chemistry, left to grow unfettered, has nearly come full circle to rediscover the Hermetic Philosophy.",20,0,15,0,40,20,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Contemporary Taboos represent the artifacts or behaviors that have been banned or restricted by authorities, that have faded or neglected from history or artifacts or that have been twistedly perceived, and the original messages which have collapsed and become the new taboos. I chose this concept to challenge the cultural artifacts that have faded from history but aren't necessarily useless for the development of human civilizations. On the contrary, in terms of providing a sustainable cultural environment, some of the messages within these contemporary taboos might be essential to adjust the static thinking which is led by imperialist(?) cultures and ways of thinking, and share our knowledge of the world with all humankind. As an Alchemist, my purpose is to use Alchemy as a tool of investigating the essence of things to reveal the hidden valuable messages under the Contemporary Taboos and transform them into something that the mass public can perceive or even act upon, for the potential of challenges or revolutions, of oneself and of communities.",0,0,0,15,45,20,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Native Americans possess a relatively independent history apart from other civilizations of the world. The unique climates and landforms shaped alternative customs and linguistics. In the interpretation of history, many native American civilizations like Aztec culture are considered the unfit ones which cannot survive. Many of the languages and rituals are buried together with the fading cultures themselves. Codex Borgia is one of the Aztec ritual and divinatory manuscripts that have survived the Spanish conquest of Mexico. Together with a few other pre-Columbian documents, they were coined the 'Borgia group' to integrate their place of origin and their linguistic identities. Substantial portions of the codex convey various aspects and attributes of the 260-day ritual calendar. The more detailed ceremonial aspects of the images have been harder to understand. The codex itself is sacred and obscure for most, and the ritual calendar system is seemingly useless under the domination of the solar calendar on a global scale. However, an Alchemy practice over Codex Borgia (Alchemy of Tonalli) can not only overlap the Aztec ritual calendar onto the solar calendar and make the Aztec calendar feasible to everyone, but also provide brief introductions of the Aztec deities and aesthetic interpretations into an everyday level through our original understandings of solar calendar and the design tools like a Aztec typeface which is designed from the aztec arts and applied to serve Aztec introductions.",30,0,0,0,30,20,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,"Martial Arts, or Kung fu, originated in Ancient China as an internal practice system that was occupied with spiritual, mental or qi-related aspects, rather than just a combat system. Yet the development of Patriarchal society and China's cultural revolution have deeply aected the misinterpretations of Martial Arts. Even though the internal practice of Martial Arts like Qi Gong is not extinct, the wide acceptance of the external aspects of Martial Arts make the internal practice into a kind of taboo. An Alchemy practice of Martial arts (MOCHI system) uses artifacts other than physical forms like the game of Chinese chess to reveal the concept of internal practice and introduce it to Martial Arts practitioners.",0,0,0,0,15,0,0
Yubo Ku,Alchemy of Contemporary Taboos,des797,Crimes are typical taboos which are restricted by laws and ethical issues. An,0,0,0,0,0,0,0
